"Date","AQI Category","PM2.5 AQI Value"
"07/28/2011","Moderate","55"
"07/29/2011","Moderate","88"
"07/30/2011","Moderate","54"
"07/31/2011","Moderate","61"
"08/01/2011","Moderate","72"
"08/02/2011","Moderate","70"
"08/03/2011","Moderate","63"
"08/04/2011","Moderate","51"
"08/05/2011","Good","48"
"08/06/2011","Good","37"
"08/07/2011","Moderate","58"
"08/08/2011","Moderate","64"
"08/09/2011","Moderate","56"
"08/10/2011","Moderate","76"
"08/11/2011","Good","38"
"08/12/2011","Good","50"
"08/13/2011","Moderate","70"
"08/14/2011","Good","36"
"08/15/2011","Good","44"
"08/16/2011","Moderate","52"
"08/17/2011","Good","45"
"08/18/2011","Moderate","53"
"08/19/2011","Good","49"
"08/20/2011","Moderate","65"
"08/21/2011","Good","50"
"08/22/2011","Good","33"
"08/23/2011","Good","38"
"08/24/2011","Good","48"
"08/25/2011","Moderate","61"
"08/26/2011","Moderate","62"
"08/27/2011","Good","27"
"08/28/2011","Good","28"
"08/29/2011","Good","30"
"08/30/2011","Good","40"
"08/31/2011","Moderate","55"
"09/01/2011","Moderate","62"
"09/02/2011","Moderate","52"
"09/03/2011","Moderate","63"
"09/04/2011","Moderate","65"
"09/05/2011","Good","47"
"09/06/2011","Good","33"
"09/07/2011","Moderate","52"
"09/08/2011","Good","27"
"09/09/2011","Good","41"
"09/10/2011","Good","40"
"09/11/2011","Moderate","54"
"09/12/2011","Moderate","62"
"09/13/2011","Moderate","76"
"09/14/2011","Moderate","69"
"09/15/2011","Moderate","58"
"09/16/2011","Good","29"
"09/17/2011","Good","37"
"09/18/2011","Good","34"
"09/19/2011","Good","30"
"09/20/2011","Moderate","56"
"09/21/2011","Moderate","68"
"09/22/2011","Good","50"
"09/23/2011","Good","50"
"09/24/2011","Good","47"
"09/25/2011","Moderate","62"
"09/26/2011","Good","49"
"09/27/2011","Moderate","56"
"09/28/2011","Good","31"
"09/29/2011","Moderate","54"
"09/30/2011","Moderate","56"
"10/01/2011","Good","35"
"10/02/2011","Good","29"
"10/03/2011","Good","43"
"10/04/2011","Moderate","51"
"10/05/2011","Good","46"
"10/06/2011","Moderate","65"
"10/07/2011","Moderate","53"
"10/08/2011","Moderate","65"
"10/09/2011","Moderate","72"
"10/10/2011","Moderate","72"
"10/11/2011","Moderate","62"
"10/12/2011","Moderate","54"
"10/13/2011","Moderate","57"
"10/14/2011","Moderate","59"
"10/15/2011","Good","50"
"10/16/2011","Moderate","58"
"10/17/2011","Moderate","67"
"10/18/2011","Moderate","63"
"10/19/2011","Moderate","55"
"10/20/2011","Good","32"
"10/21/2011","Good","26"
"10/22/2011","Moderate","53"
"10/23/2011","Moderate","70"
"10/24/2011","Moderate","76"
"10/25/2011","Moderate","55"
"10/26/2011","Moderate","99"
"10/27/2011","Moderate","68"
"10/28/2011","Good","39"
"10/29/2011","Good","35"
"10/30/2011","Moderate","54"
"10/31/2011","Moderate","75"
"11/01/2011","Moderate","64"
"11/02/2011","Moderate","80"
"11/03/2011","Moderate","77"
"11/04/2011","Moderate","57"
"11/05/2011","Good","44"
"11/06/2011","Moderate","79"
"11/07/2011","Moderate","93"
"11/08/2011","Moderate","90"
"11/09/2011","Moderate","76"
"11/10/2011","Moderate","64"
"11/11/2011","Moderate","74"
"11/12/2011","Moderate","59"
"11/13/2011","Moderate","58"
"11/14/2011","Moderate","56"
"11/15/2011","Moderate","55"
"11/16/2011","Moderate","60"
"11/17/2011","Good","37"
"11/18/2011","Moderate","55"
"11/19/2011","Moderate","61"
"11/20/2011","Moderate","65"
"11/21/2011","Moderate","63"
"11/22/2011","Moderate","55"
"11/23/2011","Good","33"
"11/24/2011","Moderate","51"
"11/25/2011","Moderate","61"
"11/26/2011","Moderate","91"
"11/27/2011","Moderate","80"
"11/28/2011","Good","36"
"11/29/2011","Good","28"
"11/30/2011","Good","34"
"12/01/2011","Good","37"
"12/02/2011","Moderate","77"
"12/03/2011","Moderate","53"
"12/04/2011","Moderate","84"
"12/05/2011","Moderate","72"
"12/06/2011","Good","26"
"12/07/2011","Good","38"
"12/08/2011","Moderate","56"
"12/09/2011","Moderate","85"
"12/10/2011","Moderate","69"
"12/11/2011","Moderate","81"
"12/12/2011","Unhealthy","156"
"12/13/2011","Moderate","86"
"12/14/2011","Moderate","75"
"12/15/2011","Moderate","59"
"12/16/2011","Good","46"
"12/17/2011","Moderate","71"
"12/18/2011","Moderate","63"
"12/19/2011","Moderate","79"
"12/20/2011","Moderate","57"
"12/21/2011","Moderate","60"
"12/22/2011","Good","44"
"12/23/2011","Good","43"
"12/24/2011","Good","49"
"12/25/2011","Moderate","75"
"12/26/2011","Moderate","52"
"12/27/2011","Moderate","66"
"12/28/2011","Good","31"
"12/29/2011","Good","47"
"12/30/2011","Moderate","67"
"12/31/2011","Moderate","72"
