SUMLEV,STATE,COUNTY,STNAME,CTYNAME,YEAR,AGEGRP,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
50,34,15,New Jersey,Gloucester County,6,8,21338,10384,10954,9273,9621,865,1031,16,28,160,198,8,1,62,75,9320,9677,891,1067,38,54,184,227,16,8,10092,10623,9007,9335,849,1001,14,22,160,194,7,1,55,70,9049,9386,869,1034,34,47,183,222,14,8,292,331,266,286,16,30,2,6,0,4,1,0,7,5,271,291,22,33,4,7,1,5,2,0
50,34,15,New Jersey,Gloucester County,6,9,23903,11810,12093,10510,10676,1041,1120,20,27,165,179,5,3,69,88,10564,10742,1064,1163,47,68,193,204,11,10,11507,11829,10240,10449,1020,1100,17,20,160,176,3,2,67,82,10292,10510,1042,1137,43,59,188,201,9,9,303,264,270,227,21,20,3,7,5,3,2,1,2,6,272,232,22,26,4,9,5,3,2,1
50,34,15,New Jersey,Gloucester County,6,10,22012,10804,11208,9699,9867,841,1036,18,19,192,210,2,2,52,74,9741,9921,856,1067,47,57,206,234,6,6,10533,10966,9464,9660,816,1011,13,15,188,207,2,2,50,71,9504,9711,830,1039,41,53,202,231,6,6,271,242,235,207,25,25,5,4,4,3,0,0,2,3,237,210,26,28,6,4,4,3,0,0
50,34,15,New Jersey,Gloucester County,6,11,18429,8854,9575,7931,8477,689,854,16,18,165,185,4,1,49,40,7969,8505,704,875,44,37,179,198,8,6,8679,9403,7777,8332,674,835,15,17,161,181,4,1,48,37,7814,8357,689,854,42,35,175,193,8,6,175,172,154,145,15,19,1,1,4,4,0,0,1,3,155,148,15,21,2,2,4,5,0,0
50,34,15,New Jersey,Gloucester County,6,12,14820,7376,7444,6649,6624,554,646,7,16,131,121,0,0,35,37,6672,6654,567,660,27,35,146,133,4,3,7251,7303,6534,6499,550,636,7,11,129,120,0,0,31,37,6554,6529,561,650,25,30,142,132,4,3,125,141,115,125,4,10,0,5,2,1,0,0,4,0,118,125,6,10,2,5,4,1,0,0
50,34,15,New Jersey,Gloucester County,6,13,11056,5277,5779,4727,5105,452,532,10,16,69,102,0,3,19,21,4743,5120,459,539,19,28,74,110,1,3,5192,5692,4653,5024,443,529,8,15,69,102,0,2,19,20,4669,5038,450,535,17,27,74,110,1,2,85,87,74,81,9,3,2,1,0,0,0,1,0,1,74,82,9,4,2,1,0,0,0,1
50,34,15,New Jersey,Gloucester County,6,14,8415,3811,4604,3370,4054,368,466,5,12,48,51,3,1,17,20,3382,4070,374,477,15,25,53,55,4,2,3760,4545,3324,3998,366,464,4,12,48,51,1,1,17,19,3336,4013,372,474,14,25,53,55,2,2,51,59,46,56,2,2,1,0,0,0,2,0,0,1,46,57,2,3,1,0,0,0,2,0
50,34,15,New Jersey,Gloucester County,6,15,7869,3441,4428,3137,3935,250,404,6,10,32,56,1,1,15,22,3148,3951,254,411,17,23,37,64,1,2,3395,4375,3095,3889,247,398,6,9,32,56,0,1,15,22,3106,3905,251,405,17,22,37,64,0,2,46,53,42,46,3,6,0,1,0,0,1,0,0,0,42,46,3,6,0,1,0,0,1,0
50,34,15,New Jersey,Gloucester County,6,16,6718,2697,4021,2433,3644,221,320,9,4,24,36,1,0,9,17,2440,3657,224,325,15,15,27,39,1,2,2679,3984,2417,3608,220,320,9,3,24,36,0,0,9,17,2424,3621,223,325,15,14,27,39,0,2,18,37,16,36,1,0,0,1,0,0,1,0,0,0,16,36,1,0,0,1,0,0,1,0
50,34,15,New Jersey,Gloucester County,6,17,4696,1746,2950,1568,2688,152,234,2,2,19,16,1,2,4,8,1569,2694,154,236,5,8,20,18,2,2,1729,2930,1552,2671,152,232,2,2,19,16,0,1,4,8,1553,2677,154,234,5,8,20,18,1,1,17,20,16,17,0,2,0,0,0,0,1,1,0,0,16,17,0,2,0,0,0,0,1,1
50,34,15,New Jersey,Gloucester County,6,18,3315,926,2389,848,2184,64,171,0,9,11,15,0,1,3,9,851,2193,64,173,3,14,11,18,0,3,916,2365,841,2162,62,170,0,9,11,15,0,1,2,8,843,2170,62,171,2,13,11,17,0,2,10,24,7,22,2,1,0,0,0,0,0,0,1,1,8,23,2,2,1,1,0,1,0,1
50,34,15,New Jersey,Gloucester County,7,0,272993,132617,140376,115961,121697,12412,14104,260,313,2457,2677,64,54,1463,1531,117259,123016,13189,14961,648,742,2909,3115,130,131,127925,135954,111978,118005,11915,13603,193,251,2418,2625,49,40,1372,1430,113193,119229,12625,14386,559,654,2860,3055,114,115,4692,4422,3983,3692,497,501,67,62,39,52,15,14,91,101,4066,3787,564,575,89,88,49,60,16,16
50,34,15,New Jersey,Gloucester County,7,1,16957,8650,8307,7219,6838,889,976,18,22,226,212,6,5,292,254,7496,7075,1067,1132,58,56,323,297,9,12,8130,7812,6799,6447,833,905,9,16,223,206,6,4,260,234,7049,6666,984,1045,44,45,315,288,8,11,520,495,420,391,56,71,9,6,3,6,0,1,32,20,447,409,83,87,14,11,8,9,1,1
50,34,15,New Jersey,Gloucester County,7,2,18845,9664,9181,8143,7664,1065,1078,19,25,202,184,6,7,229,223,8354,7872,1210,1221,57,59,271,248,10,12,9180,8730,7742,7296,1007,1020,11,19,196,180,6,3,218,212,7943,7493,1144,1156,45,49,265,244,10,8,484,451,401,368,58,58,8,6,6,4,0,4,11,11,411,379,66,65,12,10,6,4,0,4
50,34,15,New Jersey,Gloucester County,7,3,20807,10438,10369,8809,8780,1187,1186,19,22,216,183,4,6,203,192,8987,8955,1315,1306,64,58,272,235,12,13,10007,9922,8456,8414,1124,1124,18,18,212,181,2,6,195,179,8628,8576,1248,1234,58,52,267,232,10,13,431,447,353,366,63,62,1,4,4,2,2,0,8,13,359,379,67,72,6,6,5,3,2,0
50,34,15,New Jersey,Gloucester County,7,4,19967,10307,9660,8804,8143,1151,1140,24,19,185,202,5,7,138,149,8930,8274,1230,1232,55,57,220,237,13,14,9880,9232,8470,7804,1080,1074,14,16,183,193,4,6,129,139,8587,7925,1152,1158,44,52,217,227,12,13,427,428,334,339,71,66,10,3,2,9,1,1,9,10,343,349,78,74,11,5,3,10,1,1
50,34,15,New Jersey,Gloucester County,7,5,16990,8486,8504,7251,7189,925,962,22,28,163,203,5,6,120,116,7352,7291,990,1028,59,55,199,234,13,18,8037,8145,6871,6889,871,930,17,18,159,199,4,3,115,106,6967,6982,935,988,53,44,192,230,12,13,449,359,380,300,54,32,5,10,4,4,1,3,5,10,385,309,55,40,6,11,7,4,1,5
50,34,15,New Jersey,Gloucester County,7,6,15928,7841,8087,6880,6948,724,820,23,17,138,210,5,5,71,87,6941,7022,756,867,47,41,159,236,11,9,7366,7734,6475,6648,672,785,10,15,135,203,4,4,70,79,6535,6714,704,826,33,37,156,229,10,8,475,353,405,300,52,35,13,2,3,7,1,1,1,8,406,308,52,41,14,4,3,7,1,1
50,34,15,New Jersey,Gloucester County,7,7,17689,8494,9195,7399,7901,776,938,22,23,224,252,5,2,68,79,7460,7967,805,980,45,51,246,272,8,6,8080,8815,7035,7582,741,893,15,17,223,249,4,1,62,73,7090,7642,766,932,36,42,245,269,7,5,414,380,364,319,35,45,7,6,1,3,1,1,6,6,370,325,39,48,9,9,1,3,1,1
50,34,15,New Jersey,Gloucester County,7,8,20921,10123,10798,9019,9461,843,1036,16,30,179,186,10,2,56,83,9070,9524,863,1079,38,57,195,214,14,7,9809,10469,8735,9181,824,1005,14,24,178,182,8,2,50,75,8780,9237,840,1043,34,49,194,208,12,7,314,329,284,280,19,31,2,6,1,4,2,0,6,8,290,287,23,36,4,8,1,6,2,0
50,34,15,New Jersey,Gloucester County,7,9,24077,11824,12253,10517,10811,1026,1128,22,23,181,204,4,3,74,84,10578,10873,1053,1167,51,60,207,231,10,9,11517,11972,10243,10569,1004,1104,19,18,177,199,4,2,70,80,10300,10628,1028,1139,47,55,203,225,10,8,307,281,274,242,22,24,3,5,4,5,0,1,4,4,278,245,25,28,4,5,4,6,0,1
50,34,15,New Jersey,Gloucester County,7,10,22936,11282,11654,10101,10291,913,1049,20,24,191,209,4,1,53,80,10144,10352,934,1083,43,63,210,232,7,5,10979,11379,9835,10059,887,1022,16,17,188,206,2,1,51,74,9876,10114,906,1052,39,54,207,229,5,5,303,275,266,232,26,27,4,7,3,3,2,0,2,6,268,238,28,31,4,9,3,3,2,0
50,34,15,New Jersey,Gloucester County,7,11,19166,9349,9817,8312,8637,797,924,16,17,172,193,4,1,48,45,8350,8672,815,942,37,39,187,205,8,4,9164,9648,8153,8495,780,904,14,16,166,189,4,1,47,43,8190,8528,797,921,35,37,181,201,8,4,185,169,159,142,17,20,2,1,6,4,0,0,1,2,160,144,18,21,2,2,6,4,0,0
50,34,15,New Jersey,Gloucester County,7,12,15574,7674,7900,6903,7043,578,672,7,13,146,139,0,1,40,32,6936,7070,593,685,26,34,156,145,5,4,7543,7749,6785,6908,571,660,7,11,144,138,0,1,36,31,6814,6934,582,673,26,31,154,144,5,4,131,151,118,135,7,12,0,2,2,1,0,0,4,1,122,136,11,12,0,3,2,1,0,0
50,34,15,New Jersey,Gloucester County,7,13,11690,5614,6076,5039,5368,458,564,7,18,90,96,0,2,20,28,5055,5388,464,576,16,32,98,104,1,4,5516,5986,4950,5286,450,559,6,16,90,96,0,2,20,27,4966,5305,456,570,15,30,98,104,1,4,98,90,89,82,8,5,1,2,0,0,0,0,0,1,89,83,8,6,1,2,0,0,0,0
50,34,15,New Jersey,Gloucester County,7,14,8732,3956,4776,3492,4184,381,482,8,13,58,76,2,2,15,19,3505,4196,382,489,16,21,66,83,2,6,3901,4711,3443,4122,378,480,6,13,58,76,1,1,15,19,3456,4134,379,487,14,21,66,83,1,5,55,65,49,62,3,2,2,0,0,0,1,1,0,0,49,62,3,2,2,0,0,0,1,1
50,34,15,New Jersey,Gloucester County,7,15,7780,3442,4338,3122,3843,262,397,7,12,32,62,2,1,17,23,3132,3858,266,409,16,26,40,68,5,3,3393,4280,3079,3795,258,389,7,11,32,62,0,1,17,22,3089,3810,262,400,16,24,40,68,3,3,49,58,43,48,4,8,0,1,0,0,2,0,0,1,43,48,4,9,0,2,0,0,2,0
50,34,15,New Jersey,Gloucester County,7,16,6783,2743,4040,2473,3653,222,336,8,4,26,28,1,0,13,19,2485,3669,227,344,15,18,30,32,1,1,2722,3999,2455,3613,221,336,8,3,26,28,0,0,12,19,2466,3629,225,344,15,17,30,32,0,1,21,41,18,40,1,0,0,1,0,0,1,0,1,0,19,40,2,0,0,1,0,0,1,0
50,34,15,New Jersey,Gloucester County,7,17,4750,1747,3003,1584,2731,138,241,1,2,19,19,1,1,4,9,1588,2739,140,244,4,8,21,21,1,1,1726,2981,1564,2711,138,239,1,2,19,19,0,1,4,9,1568,2719,140,242,4,8,21,21,0,1,21,22,20,20,0,2,0,0,0,0,1,0,0,0,20,20,0,2,0,0,0,0,1,0
50,34,15,New Jersey,Gloucester County,7,18,3401,983,2418,894,2212,77,175,1,1,9,19,0,2,2,9,896,2219,79,177,1,7,9,21,0,3,975,2390,888,2186,76,174,1,1,9,19,0,1,1,9,889,2193,77,176,1,7,9,21,0,2,8,28,6,26,1,1,0,0,0,0,0,1,1,0,7,26,2,1,0,0,0,0,0,1
50,34,15,New Jersey,Gloucester County,8,0,276549,134570,141979,117365,122814,12710,14310,269,310,2659,2902,62,57,1505,1586,118689,124173,13522,15186,661,747,3104,3373,147,147,129557,137156,113100,118772,12200,13778,193,248,2621,2844,47,45,1396,1469,114322,120026,12937,14567,557,659,3058,3301,126,126,5013,4823,4265,4042,510,532,76,62,38,58,15,12,109,117,4367,4147,585,619,104,88,46,72,21,21
50,34,15,New Jersey,Gloucester County,8,1,16931,8691,8240,7180,6808,963,930,19,20,245,218,6,7,278,257,7440,7050,1130,1084,57,56,330,306,17,13,8135,7686,6731,6358,905,867,11,13,242,211,6,6,240,231,6956,6578,1046,1002,40,44,323,294,14,11,556,554,449,450,58,63,8,7,3,7,0,1,38,26,484,472,84,82,17,12,7,12,3,2
50,34,15,New Jersey,Gloucester County,8,2,18761,9552,9209,8039,7615,1024,1113,20,22,230,217,4,6,235,236,8264,7831,1170,1258,57,55,299,292,8,14,9030,8686,7606,7189,960,1034,10,21,226,213,4,3,224,226,7820,7396,1098,1174,45,49,294,287,8,10,522,523,433,426,64,79,10,1,4,4,0,3,11,10,444,435,72,84,12,6,5,5,0,4
50,34,15,New Jersey,Gloucester County,8,3,20623,10420,10203,8764,8624,1192,1176,14,20,239,182,6,6,205,195,8950,8801,1324,1300,50,59,299,233,14,11,9960,9725,8372,8236,1140,1108,14,15,234,179,4,5,196,182,8549,8401,1264,1222,49,52,294,229,12,9,460,478,392,388,52,68,0,5,5,3,2,1,9,13,401,400,60,78,1,7,5,4,2,2
50,34,15,New Jersey,Gloucester County,8,4,20286,10400,9886,8841,8323,1175,1187,28,20,193,197,5,9,158,150,8982,8458,1271,1277,63,54,235,237,13,18,9963,9418,8502,7939,1104,1126,18,15,190,190,4,8,145,140,8631,8064,1189,1208,51,48,232,229,11,16,437,468,339,384,71,61,10,5,3,7,1,1,13,10,351,394,82,69,12,6,3,8,2,2
50,34,15,New Jersey,Gloucester County,8,5,17123,8611,8512,7337,7199,968,961,22,23,171,207,4,3,109,119,7429,7295,1031,1032,53,53,199,240,12,15,8142,8153,6938,6890,912,939,17,16,167,201,3,3,105,104,7026,6973,973,999,48,41,194,233,10,14,469,359,399,309,56,22,5,7,4,6,1,0,4,15,403,322,58,33,5,12,5,7,2,1
50,34,15,New Jersey,Gloucester County,8,6,16614,8196,8418,7190,7231,742,825,27,17,150,249,5,6,82,90,7257,7308,784,873,55,42,174,276,10,11,7687,8035,6760,6919,689,777,8,12,149,239,4,5,77,83,6823,6990,727,820,34,35,173,265,9,10,509,383,430,312,53,48,19,5,1,10,1,1,5,7,434,318,57,53,21,7,1,11,1,1
50,34,15,New Jersey,Gloucester County,8,7,17329,8372,8957,7269,7664,754,903,23,19,257,281,3,3,66,87,7324,7736,786,948,43,46,277,309,8,9,7944,8558,6888,7320,725,867,15,15,256,277,2,1,58,78,6936,7383,751,905,33,40,276,305,6,6,428,399,381,344,29,36,8,4,1,4,1,2,8,9,388,353,35,43,10,6,1,4,2,3
50,34,15,New Jersey,Gloucester County,8,8,20752,10007,10745,8887,9347,821,1060,19,28,204,230,9,3,67,77,8942,9413,847,1102,45,52,227,251,13,7,9630,10359,8553,9023,792,1016,15,22,204,227,7,3,59,68,8600,9080,815,1049,37,46,226,248,11,7,377,386,334,324,29,44,4,6,0,3,2,0,8,9,342,333,32,53,8,6,1,3,2,0
50,34,15,New Jersey,Gloucester County,8,9,24083,11922,12161,10541,10695,1089,1131,18,32,190,216,6,3,78,84,10606,10760,1120,1169,44,70,216,240,15,8,11576,11847,10236,10426,1061,1103,15,25,184,210,6,2,74,81,10297,10488,1090,1138,39,63,210,234,15,7,346,314,305,269,28,28,3,7,6,6,0,1,4,3,309,272,30,31,5,7,6,6,0,1
50,34,15,New Jersey,Gloucester County,8,10,23640,11627,12013,10401,10556,937,1113,17,29,209,221,3,1,60,93,10450,10625,956,1153,42,74,229,249,11,8,11321,11737,10128,10324,913,1086,14,22,207,218,1,1,58,86,10175,10387,931,1122,38,65,227,244,9,8,306,276,273,232,24,27,3,7,2,3,2,0,2,7,275,238,25,31,4,9,2,5,2,0
50,34,15,New Jersey,Gloucester County,8,11,19773,9617,10156,8526,8966,848,929,19,13,175,202,3,1,46,45,8560,8998,863,949,45,34,188,214,7,7,9421,9966,8362,8805,825,906,17,13,170,199,3,1,44,42,8394,8835,840,923,41,33,183,211,7,7,196,190,164,161,23,23,2,0,5,3,0,0,2,3,166,163,23,26,4,1,5,3,0,0
50,34,15,New Jersey,Gloucester County,8,12,16651,8154,8497,7320,7515,620,772,9,18,160,154,2,1,43,37,7350,7542,638,786,31,37,172,166,8,5,8002,8332,7184,7371,613,758,8,15,156,152,2,1,39,35,7211,7396,628,771,29,34,167,164,8,4,152,165,136,144,7,14,1,3,4,2,0,0,4,2,139,146,10,15,2,3,5,2,0,1
50,34,15,New Jersey,Gloucester County,8,13,12113,5901,6212,5296,5521,480,545,8,13,91,104,0,2,26,27,5319,5543,488,554,21,27,100,115,2,3,5803,6111,5204,5429,475,539,7,10,91,104,0,2,26,27,5227,5451,483,548,20,24,100,115,2,3,98,101,92,92,5,6,1,3,0,0,0,0,0,0,92,92,5,6,1,3,0,0,0,0
50,34,15,New Jersey,Gloucester County,8,14,8877,4055,4822,3598,4221,373,478,8,14,60,85,1,2,15,22,3609,4234,377,489,18,27,65,90,1,4,3988,4755,3540,4158,367,476,6,14,60,85,0,1,15,21,3551,4170,371,487,16,27,65,89,0,3,67,67,58,63,6,2,2,0,0,0,1,1,0,1,58,64,6,2,2,0,0,1,1,1
50,34,15,New Jersey,Gloucester County,8,15,7703,3398,4305,3077,3811,267,394,7,13,29,60,3,1,15,26,3090,3826,271,404,14,27,33,69,5,7,3351,4242,3036,3758,263,386,7,12,29,60,1,1,15,25,3049,3773,267,395,14,26,33,69,3,6,47,63,41,53,4,8,0,1,0,0,2,0,0,1,41,53,4,9,0,1,0,0,2,1
50,34,15,New Jersey,Gloucester County,8,16,6765,2781,3984,2510,3567,220,355,6,5,27,37,1,0,17,20,2523,3583,227,363,15,18,31,39,2,2,2760,3944,2492,3527,219,355,6,5,27,37,0,0,16,20,2504,3543,225,363,15,18,31,39,1,2,21,40,18,40,1,0,0,0,0,0,1,0,1,0,19,40,2,0,0,0,0,0,1,0
50,34,15,New Jersey,Gloucester County,8,17,4943,1801,3142,1612,2854,163,250,4,3,19,22,1,1,2,12,1614,2865,164,254,6,10,19,24,1,1,1785,3113,1597,2827,163,249,4,2,19,22,0,1,2,12,1599,2838,164,253,6,9,19,24,0,1,16,29,15,27,0,1,0,1,0,0,1,0,0,0,15,27,0,1,0,1,0,0,1,0
50,34,15,New Jersey,Gloucester County,8,18,3582,1065,2517,977,2297,74,188,1,1,10,20,0,2,3,9,980,2305,75,191,2,6,11,23,0,4,1059,2489,971,2273,74,186,1,1,10,20,0,1,3,8,974,2280,75,188,2,5,11,22,0,2,6,28,6,24,0,2,0,0,0,0,0,1,0,1,6,25,0,3,0,1,0,1,0,2
50,34,15,New Jersey,Gloucester County,9,0,281650,137024,144626,119009,124475,13128,14867,286,303,2908,3240,72,57,1621,1684,120439,125940,14022,15814,692,742,3412,3749,146,141,131511,139300,114287,119985,12591,14294,205,246,2874,3174,52,44,1502,1557,115604,121334,13395,15143,586,660,3367,3666,123,125,5513,5326,4722,4490,537,573,81,57,34,66,20,13,119,127,4835,4606,627,671,106,82,45,83,23,16
50,34,15,New Jersey,Gloucester County,9,1,17211,8863,8348,7250,6826,1022,984,22,15,267,252,7,7,295,264,7528,7076,1199,1141,55,49,369,341,16,13,8286,7742,6783,6345,952,906,13,10,265,242,7,6,266,233,7033,6566,1108,1040,41,37,362,327,14,12,577,606,467,481,70,78,9,5,2,10,0,1,29,31,495,510,91,101,14,12,7,14,2,1
50,34,15,New Jersey,Gloucester County,9,2,18936,9643,9293,8066,7621,1029,1131,22,20,269,253,7,6,250,262,8300,7862,1190,1298,61,54,340,335,12,15,9046,8676,7563,7098,971,1063,14,17,263,249,6,3,229,246,7777,7325,1116,1218,48,48,334,329,10,11,597,617,503,523,58,68,8,3,6,4,1,3,21,16,523,537,74,80,13,6,6,6,2,4
50,34,15,New Jersey,Gloucester County,9,3,20445,10350,10095,8691,8464,1182,1202,18,11,230,202,7,4,222,212,8894,8654,1329,1346,54,46,292,260,15,10,9838,9579,8251,8038,1126,1132,16,10,229,199,4,3,212,197,8445,8214,1263,1262,51,45,291,255,12,9,512,516,440,426,56,70,2,1,1,3,3,1,10,15,449,440,66,84,3,1,1,5,3,1
50,34,15,New Jersey,Gloucester County,9,4,20586,10537,10049,8880,8449,1251,1201,22,25,210,215,5,9,169,150,9030,8581,1359,1294,57,62,255,251,11,16,10060,9521,8496,8016,1185,1128,14,20,206,209,3,8,156,140,8635,8140,1282,1214,47,54,248,243,9,15,477,528,384,433,66,73,8,5,4,6,2,1,13,10,395,441,77,80,10,8,7,8,2,1
50,34,15,New Jersey,Gloucester County,9,5,17335,8679,8656,7389,7255,954,1040,27,21,190,214,4,5,115,121,7488,7358,1019,1109,61,50,223,250,12,14,8190,8300,6972,6945,894,1015,22,17,189,208,3,4,110,111,7066,7038,957,1077,54,45,221,242,11,13,489,356,417,310,60,25,5,4,1,6,1,1,5,10,422,320,62,32,7,5,2,8,1,1
50,34,15,New Jersey,Gloucester County,9,6,17175,8430,8745,7349,7489,801,849,29,23,156,279,4,5,91,100,7423,7577,847,901,56,54,184,307,12,13,7888,8322,6877,7152,763,799,11,15,152,261,2,4,83,91,6943,7232,802,845,37,43,180,288,10,12,542,423,472,337,38,50,18,8,4,18,2,1,8,9,480,345,45,56,19,11,4,19,2,1
50,34,15,New Jersey,Gloucester County,9,7,17241,8397,8844,7264,7415,743,967,23,12,286,347,4,4,77,99,7330,7497,777,1025,45,37,312,381,10,7,7874,8428,6815,7061,693,920,12,11,286,343,1,3,67,90,6871,7136,720,970,31,36,312,375,7,5,523,416,449,354,50,47,11,1,0,4,3,1,10,9,459,361,57,55,14,1,0,6,3,2
50,34,15,New Jersey,Gloucester County,9,8,21084,10108,10976,8874,9502,889,1119,23,31,238,242,11,3,73,79,8938,9566,922,1164,47,55,261,266,15,8,9671,10515,8491,9103,853,1075,17,23,238,242,9,2,63,70,8545,9159,878,1112,40,45,260,266,13,7,437,461,383,399,36,44,6,8,0,0,2,1,10,9,393,407,44,52,7,10,1,0,2,1
50,34,15,New Jersey,Gloucester County,9,9,23981,11830,12151,10394,10612,1101,1167,21,32,221,241,10,2,83,97,10462,10689,1138,1213,51,74,252,273,17,7,11467,11813,10072,10319,1072,1137,16,28,217,235,10,1,80,93,10137,10392,1107,1180,45,68,248,267,17,6,363,338,322,293,29,30,5,4,4,6,0,1,3,4,325,297,31,33,6,6,4,6,0,1
50,34,15,New Jersey,Gloucester County,9,10,24216,11927,12289,10599,10820,1026,1119,15,29,220,231,3,1,64,89,10651,10892,1048,1160,43,72,246,258,6,7,11613,12010,10316,10584,1007,1096,12,19,216,227,1,1,61,83,10365,10650,1027,1134,39,60,242,253,4,7,314,279,283,236,19,23,3,10,4,4,2,0,3,6,286,242,21,26,4,12,4,5,2,0
50,34,15,New Jersey,Gloucester County,9,11,20362,9954,10408,8847,9163,847,959,17,15,191,216,1,2,51,53,8888,9201,866,980,42,38,206,233,4,10,9725,10185,8656,8971,817,933,15,15,187,215,1,2,49,49,8695,9005,836,951,38,37,202,232,4,10,229,223,191,192,30,26,2,0,4,1,0,0,2,4,193,196,30,29,4,1,4,1,0,0
50,34,15,New Jersey,Gloucester County,9,12,17795,8686,9109,7765,8015,685,865,13,17,174,169,4,1,45,42,7801,8049,699,881,34,38,190,179,8,4,8516,8924,7610,7856,677,846,12,14,171,166,4,1,42,41,7644,7889,688,861,33,35,186,176,8,4,170,185,155,159,8,19,1,3,3,3,0,0,3,1,157,160,11,20,1,3,4,3,0,0
50,34,15,New Jersey,Gloucester County,9,13,12429,6033,6396,5410,5710,486,522,7,15,99,119,0,2,31,28,5433,5733,495,531,26,30,109,127,3,4,5937,6279,5322,5602,480,517,7,12,98,118,0,2,30,28,5344,5625,489,526,25,27,108,126,3,4,96,117,88,108,6,5,0,3,1,1,0,0,1,0,89,108,6,5,1,3,1,1,0,0
50,34,15,New Jersey,Gloucester County,9,14,9325,4261,5064,3828,4420,355,510,8,14,59,99,0,2,11,19,3836,4436,363,514,12,23,62,107,0,4,4179,4993,3754,4355,349,506,6,14,59,99,0,1,11,18,3762,4370,357,509,10,23,62,107,0,3,82,71,74,65,6,4,2,0,0,0,0,1,0,1,74,66,6,5,2,0,0,0,0,1
50,34,15,New Jersey,Gloucester County,9,15,7759,3448,4311,3088,3800,298,403,9,13,32,70,3,1,18,24,3102,3818,304,412,20,25,38,78,3,2,3398,4227,3043,3726,296,395,8,12,32,70,1,1,18,23,3057,3743,302,403,19,24,38,78,1,2,50,84,45,74,2,8,1,1,0,0,2,0,0,1,45,75,2,9,1,1,0,0,2,0
50,34,15,New Jersey,Gloucester County,9,16,6905,2881,4024,2597,3607,233,350,5,6,30,40,0,0,16,21,2610,3624,239,359,15,17,34,45,0,1,2854,3982,2573,3565,231,350,5,6,30,40,0,0,15,21,2585,3582,236,359,15,17,34,45,0,1,27,42,24,42,2,0,0,0,0,0,0,0,1,0,25,42,3,0,0,0,0,0,0,0
50,34,15,New Jersey,Gloucester County,9,17,5017,1799,3218,1621,2902,144,264,4,3,21,32,2,1,7,16,1626,2915,146,269,9,13,23,35,2,2,1785,3184,1610,2870,143,263,4,2,21,32,0,1,7,16,1615,2883,145,268,9,12,23,35,0,2,14,34,11,32,1,1,0,1,0,0,2,0,0,0,11,32,1,1,0,1,0,0,2,0
50,34,15,New Jersey,Gloucester County,9,18,3848,1198,2650,1097,2405,82,215,1,1,15,19,0,2,3,8,1099,2412,82,217,4,5,16,23,0,4,1184,2620,1083,2379,82,213,1,1,15,19,0,1,3,7,1085,2385,82,214,4,4,16,22,0,2,14,30,14,26,0,2,0,0,0,0,0,1,0,1,14,27,0,3,0,1,0,1,0,2
50,34,15,New Jersey,Gloucester County,10,0,285787,139080,146707,120231,125783,13649,15322,287,313,3153,3473,73,60,1687,1756,121733,127309,14574,16314,720,782,3660,4003,153,136,133144,140997,115135,120955,13087,14727,195,252,3116,3395,52,47,1559,1621,116514,122354,13919,15623,603,688,3608,3906,130,122,5936,5710,5096,4828,562,595,92,61,37,78,21,13,128,135,5219,4955,655,691,117,94,52,97,23,14
50,34,15,New Jersey,Gloucester County,10,1,17320,8879,8441,7208,6952,1050,924,23,14,282,261,7,6,309,284,7499,7219,1239,1095,63,50,387,352,16,15,8252,7793,6701,6431,975,847,12,10,280,249,7,5,277,251,6963,6665,1140,995,45,39,381,337,15,14,627,648,507,521,75,77,11,4,2,12,0,1,32,33,536,554,99,100,18,11,6,15,1,1
50,34,15,New Jersey,Gloucester County,10,2,19024,9786,9238,8076,7553,1105,1141,25,20,318,274,7,5,255,245,8316,7782,1263,1297,65,55,392,347,15,8,9122,8590,7523,7005,1039,1069,14,15,311,270,6,3,229,228,7737,7217,1178,1212,50,48,382,341,14,6,664,648,553,548,66,72,11,5,7,4,1,2,26,17,579,565,85,85,15,7,10,6,1,2
