SUMLEV,STATE,COUNTY,STNAME,CTYNAME,YEAR,AGEGRP,TOT_POP,TOT_MALE,TOT_FEMALE,WA_MALE,WA_FEMALE,BA_MALE,BA_FEMALE,IA_MALE,IA_FEMALE,AA_MALE,AA_FEMALE,NA_MALE,NA_FEMALE,TOM_MALE,TOM_FEMALE,WAC_MALE,WAC_FEMALE,BAC_MALE,BAC_FEMALE,IAC_MALE,IAC_FEMALE,AAC_MALE,AAC_FEMALE,NAC_MALE,NAC_FEMALE,NH_MALE,NH_FEMALE,NHWA_MALE,NHWA_FEMALE,NHBA_MALE,NHBA_FEMALE,NHIA_MALE,NHIA_FEMALE,NHAA_MALE,NHAA_FEMALE,NHNA_MALE,NHNA_FEMALE,NHTOM_MALE,NHTOM_FEMALE,NHWAC_MALE,NHWAC_FEMALE,NHBAC_MALE,NHBAC_FEMALE,NHIAC_MALE,NHIAC_FEMALE,NHAAC_MALE,NHAAC_FEMALE,NHNAC_MALE,NHNAC_FEMALE,H_MALE,H_FEMALE,HWA_MALE,HWA_FEMALE,HBA_MALE,HBA_FEMALE,HIA_MALE,HIA_FEMALE,HAA_MALE,HAA_FEMALE,HNA_MALE,HNA_FEMALE,HTOM_MALE,HTOM_FEMALE,HWAC_MALE,HWAC_FEMALE,HBAC_MALE,HBAC_FEMALE,HIAC_MALE,HIAC_FEMALE,HAAC_MALE,HAAC_FEMALE,HNAC_MALE,HNAC_FEMALE
050,34,005,New Jersey,Burlington County,2,8,28611,13971,14640,10315,10598,2465,2708,49,39,897,971,6,12,239,312,10500,10836,2593,2913,151,153,977,1067,20,21,12919,13638,9495,9865,2311,2528,22,24,890,959,5,6,196,256,9645,10057,2408,2691,102,109,962,1047,16,15,1052,1002,820,733,154,180,27,15,7,12,1,6,43,56,855,779,185,222,49,44,15,20,4,6
050,34,005,New Jersey,Burlington County,2,9,33802,16595,17207,12494,13031,2977,2972,54,36,830,887,10,9,230,272,12672,13238,3094,3145,158,149,910,966,22,19,15476,16232,11625,12296,2803,2812,25,21,819,873,8,8,196,222,11775,12461,2898,2943,112,111,893,950,17,15,1119,975,869,735,174,160,29,15,11,14,2,1,34,50,897,777,196,202,46,38,17,16,5,4
050,34,005,New Jersey,Burlington County,2,10,38751,19025,19726,14777,15323,3192,3300,63,45,723,753,10,17,260,288,14972,15539,3325,3472,166,166,825,845,18,29,18028,18828,13993,14639,3029,3156,46,28,716,740,7,15,237,250,14168,14823,3149,3303,135,131,814,825,14,25,997,898,784,684,163,144,17,17,7,13,3,2,23,38,804,716,176,169,31,35,11,20,4,4
050,34,005,New Jersey,Burlington County,2,11,36754,18157,18597,14483,14644,2771,2919,46,36,616,728,16,8,225,262,14654,14830,2883,3070,138,160,701,816,24,16,17324,17866,13824,14066,2641,2810,34,24,607,722,15,6,203,238,13973,14234,2738,2943,120,133,688,808,23,13,833,731,659,578,130,109,12,12,9,6,1,2,22,24,681,596,145,127,18,27,13,8,1,3
050,34,005,New Jersey,Burlington County,2,12,29722,14391,15331,11811,12146,1886,2311,38,35,518,645,5,4,133,190,11897,12274,1954,2419,112,133,561,708,11,9,13823,14796,11341,11721,1826,2243,23,23,514,644,2,4,117,161,11414,11825,1881,2333,91,105,555,703,7,9,568,535,470,425,60,68,15,12,4,1,3,0,16,29,483,449,73,86,21,28,6,5,4,0
050,34,005,New Jersey,Burlington County,2,13,25920,12446,13474,10262,10854,1576,1944,23,20,471,549,6,3,108,104,10342,10925,1635,2008,85,85,492,570,14,7,11996,13079,9881,10531,1528,1887,21,18,468,544,5,3,93,96,9950,10595,1574,1945,76,79,487,564,13,7,450,395,381,323,48,57,2,2,3,5,1,0,15,8,392,330,61,63,9,6,5,6,1,0
050,34,005,New Jersey,Burlington County,2,14,18561,8643,9918,7161,7950,1098,1471,20,19,312,397,5,4,47,77,7190,8000,1126,1514,49,70,318,410,8,10,8415,9680,6964,7762,1077,1436,16,14,308,396,5,3,45,69,6992,7806,1103,1472,44,62,314,409,8,8,228,238,197,188,21,35,4,5,4,1,0,1,2,8,198,194,23,42,5,8,4,1,0,2
050,34,005,New Jersey,Burlington County,2,15,13884,6134,7750,4946,6219,893,1205,12,11,237,260,0,2,46,53,4972,6262,918,1235,44,35,246,277,2,6,5986,7556,4831,6056,871,1180,9,9,235,259,0,2,40,50,4853,6096,892,1208,38,33,243,275,2,6,148,194,115,163,22,25,3,2,2,1,0,0,6,3,119,166,26,27,6,2,3,2,0,0
050,34,005,New Jersey,Burlington County,2,16,11614,4952,6662,4108,5526,693,875,2,9,119,203,3,1,27,48,4124,5564,708,903,15,33,130,214,6,1,4849,6514,4017,5410,683,856,2,5,119,200,3,1,25,42,4032,5443,697,879,15,26,128,211,5,1,103,148,91,116,10,19,0,4,0,3,0,0,2,6,92,121,11,24,0,7,2,3,1,0
050,34,005,New Jersey,Burlington County,2,17,9417,3617,5800,3148,5071,384,550,3,10,52,125,1,1,29,43,3166,5103,400,569,24,36,58,138,3,4,3537,5685,3083,4979,373,531,2,10,51,124,1,1,27,40,3101,5009,388,549,22,36,55,135,2,3,80,115,65,92,11,19,1,0,1,1,0,0,2,3,65,94,12,20,2,0,3,3,1,1
050,34,005,New Jersey,Burlington County,2,18,8715,2886,5829,2630,5240,211,483,4,4,30,79,0,0,11,23,2638,5257,216,492,9,18,34,84,2,1,2836,5749,2587,5175,206,470,3,4,30,79,0,0,10,21,2594,5191,210,478,8,17,34,83,2,1,50,80,43,65,5,13,1,0,0,0,0,0,1,2,44,66,6,14,1,1,0,1,0,0
050,34,005,New Jersey,Burlington County,3,0,449200,220740,228460,166409,172631,38577,38771,688,559,9470,10632,134,152,5462,5715,170881,177251,41902,42416,2176,2210,11422,12580,340,358,205336,214753,155182,162751,35799,36242,346,334,9306,10473,90,115,4613,4838,158917,166619,38519,39236,1554,1698,11141,12309,256,272,15404,13707,11227,9880,2778,2529,342,225,164,159,44,37,849,877,11964,10632,3383,3180,622,512,281,271,84,86
050,34,005,New Jersey,Burlington County,3,1,25876,13143,12733,9085,8664,2380,2349,43,45,743,740,6,19,886,916,9875,9476,2940,2938,172,185,1091,1098,19,39,11717,11317,8115,7722,2111,2070,17,19,728,718,2,11,744,777,8776,8412,2565,2554,108,113,1051,1052,13,27,1426,1416,970,942,269,279,26,26,15,22,4,8,142,139,1099,1064,375,384,64,72,40,46,6,12
050,34,005,New Jersey,Burlington County,3,2,28352,14384,13968,10200,9795,2544,2528,37,42,773,813,12,12,818,778,10935,10472,3055,3029,175,173,1092,1106,29,26,13088,12662,9345,8926,2281,2265,17,20,750,791,7,7,688,653,9963,9494,2695,2674,118,115,1048,1067,20,15,1296,1306,855,869,263,263,20,22,23,22,5,5,130,125,972,978,360,355,57,58,44,39,9,11
050,34,005,New Jersey,Burlington County,3,3,30274,15444,14830,11053,10500,3014,2924,43,37,625,695,8,11,701,663,11658,11073,3467,3361,179,182,885,928,22,30,14220,13612,10214,9692,2754,2670,24,23,612,679,4,10,612,538,10742,10158,3143,3008,134,128,858,897,13,22,1224,1218,839,808,260,254,19,14,13,16,4,1,89,125,916,915,324,353,45,54,27,31,9,8
050,34,005,New Jersey,Burlington County,3,4,30330,15774,14556,11207,10301,3447,3095,42,35,532,534,11,17,535,574,11653,10781,3797,3475,176,170,703,720,29,35,14464,13445,10293,9550,3180,2850,19,21,517,520,6,12,449,492,10664,9963,3464,3166,126,133,679,692,21,28,1310,1111,914,751,267,245,23,14,15,14,5,5,86,82,989,818,333,309,50,37,24,28,8,7
050,34,005,New Jersey,Burlington County,3,5,26482,14798,11684,9699,8356,4007,2414,97,45,515,460,15,10,465,399,10050,8680,4313,2672,254,157,653,589,36,34,13050,10619,8596,7606,3557,2195,28,22,498,450,5,9,366,337,8867,7875,3795,2409,145,112,622,573,19,28,1748,1065,1103,750,450,219,69,23,17,10,10,1,99,62,1183,805,518,263,109,45,31,16,17,6
050,34,005,New Jersey,Burlington County,3,6,26316,13705,12611,9897,9117,2706,2285,66,50,653,773,11,11,372,375,10194,9419,2940,2527,190,161,774,895,26,27,12208,11458,8801,8296,2445,2061,18,28,637,763,6,10,301,300,9039,8533,2625,2246,110,113,754,879,19,22,1497,1153,1096,821,261,224,48,22,16,10,5,1,71,75,1155,886,315,281,80,48,20,16,7,5
050,34,005,New Jersey,Burlington County,3,7,25599,12586,13013,9168,9303,2268,2377,46,38,774,955,10,12,320,328,9423,9558,2462,2590,150,138,877,1069,29,27,11355,11931,8242,8503,2069,2169,20,21,758,945,9,8,257,285,8441,8722,2221,2350,101,108,855,1052,23,19,1231,1082,926,800,199,208,26,17,16,10,1,4,63,43,982,836,241,240,49,30,22,17,6,8
050,34,005,New Jersey,Burlington County,3,8,28301,13822,14479,10181,10462,2442,2672,48,39,903,985,6,12,242,309,10364,10699,2583,2863,127,151,988,1090,22,21,12765,13466,9360,9720,2284,2492,22,22,895,973,5,6,199,253,9509,9910,2393,2644,86,111,976,1073,17,12,1057,1013,821,742,158,180,26,17,8,12,1,6,43,56,855,789,190,219,41,40,12,17,5,9
050,34,005,New Jersey,Burlington County,3,9,33648,16517,17131,12414,12926,2970,2985,54,38,839,900,9,7,231,275,12596,13138,3090,3164,142,147,922,985,24,21,15394,16144,11543,12185,2797,2820,25,22,827,886,7,6,195,225,11693,12353,2899,2964,100,117,905,964,17,16,1123,987,871,741,173,165,29,16,12,14,2,1,36,50,903,785,191,200,42,30,17,21,7,5
050,34,005,New Jersey,Burlington County,3,10,38627,18961,19666,14693,15263,3206,3294,64,44,724,760,11,17,263,288,14880,15460,3349,3468,175,171,823,851,21,31,17958,18768,13904,14574,3043,3153,46,27,718,748,8,16,239,250,14069,14743,3170,3301,150,139,815,834,17,25,1003,898,789,689,163,141,18,17,6,12,3,1,24,38,811,717,179,167,25,32,8,17,4,6
050,34,005,New Jersey,Burlington County,3,11,36895,18237,18658,14537,14701,2799,2922,46,36,618,726,15,9,222,264,14692,14882,2911,3086,144,173,702,801,29,22,17391,17916,13867,14115,2666,2810,34,24,609,721,14,6,201,240,14004,14275,2767,2955,123,153,689,795,27,16,846,742,670,586,133,112,12,12,9,5,1,3,21,24,688,607,144,131,21,20,13,6,2,6
050,34,005,New Jersey,Burlington County,3,12,29985,14525,15460,11925,12239,1894,2335,37,36,527,653,5,4,137,193,12017,12370,1964,2450,101,139,576,711,14,14,13953,14922,11451,11813,1834,2267,22,23,523,652,3,4,120,163,11530,11917,1893,2362,79,116,569,707,12,13,572,538,474,426,60,68,15,13,4,1,2,0,17,30,487,453,71,88,22,23,7,4,2,1
050,34,005,New Jersey,Burlington County,3,13,26110,12530,13580,10321,10914,1597,1976,23,20,474,559,5,3,110,108,10400,10983,1656,2040,72,83,508,590,14,8,12071,13178,9933,10585,1547,1918,21,18,471,554,4,3,95,100,9999,10647,1596,1979,67,76,501,584,12,8,459,402,388,329,50,58,2,2,3,5,1,0,15,8,401,336,60,61,5,7,7,6,2,0
050,34,005,New Jersey,Burlington County,3,14,18688,8687,10001,7199,8032,1097,1469,21,19,318,401,6,4,46,76,7235,8083,1115,1514,43,57,331,422,10,8,8454,9759,6998,7839,1075,1433,17,15,314,400,6,3,44,69,7032,7884,1092,1472,39,51,326,421,10,7,233,242,201,193,22,36,4,4,4,1,0,1,2,7,203,199,23,42,4,6,5,1,0,1
050,34,005,New Jersey,Burlington County,3,15,13928,6174,7754,4975,6213,897,1211,13,12,243,262,0,2,46,54,5009,6247,918,1241,30,39,259,280,5,6,6027,7565,4860,6056,876,1186,10,9,241,261,0,2,40,51,4889,6087,892,1213,25,36,256,279,5,6,147,189,115,157,21,25,3,3,2,1,0,0,6,3,120,160,26,28,5,3,3,1,0,0
050,34,005,New Jersey,Burlington County,3,16,11536,4911,6625,4060,5478,695,884,2,8,124,206,3,1,27,48,4076,5514,710,909,17,34,137,216,5,5,4808,6476,3971,5358,683,866,2,5,124,203,3,1,25,43,3985,5389,696,887,17,29,137,213,5,5,103,149,89,120,12,18,0,3,0,3,0,0,2,5,91,125,14,22,0,5,0,3,0,0
050,34,005,New Jersey,Burlington County,3,17,9454,3643,5811,3159,5066,398,561,3,10,52,129,1,1,30,44,3179,5098,413,587,19,34,64,142,6,2,3564,5697,3096,4976,386,541,2,10,51,128,1,1,28,41,3114,5006,399,565,18,32,63,141,6,2,79,114,63,90,12,20,1,0,1,1,0,0,2,3,65,92,14,22,1,2,1,1,0,0
050,34,005,New Jersey,Burlington County,3,18,8799,2899,5900,2636,5301,216,490,3,5,33,81,0,0,11,23,2645,5318,219,502,10,16,37,87,0,2,2849,5818,2593,5235,211,476,2,5,33,81,0,0,10,21,2601,5251,214,487,8,16,37,86,0,1,50,82,43,66,5,14,1,0,0,0,0,0,1,2,44,67,5,15,2,0,0,1,0,1
050,34,005,New Jersey,Burlington County,4,0,450486,221243,229243,166210,172547,38698,39045,721,565,9843,11063,151,157,5620,5866,170818,177327,42119,42789,2243,2207,11848,13065,370,364,205088,214883,154435,162187,35824,36440,360,342,9670,10872,99,115,4700,4927,158245,166141,38600,39486,1574,1685,11530,12741,265,284,16155,14360,11775,10360,2874,2605,361,223,173,191,52,42,920,939,12573,11186,3519,3303,669,522,318,324,105,80
050,34,005,New Jersey,Burlington County,4,1,25263,12800,12463,8805,8512,2340,2241,51,35,727,765,9,20,868,890,9574,9305,2893,2809,180,166,1063,1106,31,42,11330,11027,7814,7538,2067,1974,23,19,710,739,4,12,712,745,8445,8201,2504,2431,105,110,1018,1058,19,29,1470,1436,991,974,273,267,28,16,17,26,5,8,156,145,1129,1104,389,378,75,56,45,48,12,13
050,34,005,New Jersey,Burlington County,4,2,28167,14232,13935,10046,9662,2490,2513,37,50,799,860,11,10,849,840,10799,10399,3022,3058,175,189,1137,1188,24,25,12875,12547,9124,8755,2232,2231,17,23,775,833,6,2,721,703,9763,9371,2667,2671,117,122,1089,1136,18,13,1357,1388,922,907,258,282,20,27,24,27,5,8,128,137,1036,1028,355,387,58,67,48,52,6,12
050,34,005,New Jersey,Burlington County,4,3,30062,15276,14786,10907,10434,2978,2903,47,40,642,726,8,12,694,671,11517,11024,3424,3336,178,176,902,968,24,29,13997,13535,10029,9599,2710,2651,26,21,630,703,3,11,599,550,10552,10079,3087,2994,132,119,871,928,13,23,1279,1251,878,835,268,252,21,19,12,23,5,1,95,121,965,945,337,342,46,57,31,40,11,6
050,34,005,New Jersey,Burlington County,4,4,30111,15621,14490,11077,10238,3349,3047,48,45,556,556,16,16,575,588,11563,10738,3733,3442,191,191,741,741,31,30,14258,13308,10144,9425,3062,2815,25,25,541,541,9,11,477,491,10545,9840,3374,3135,139,140,712,713,20,24,1363,1182,933,813,287,232,23,20,15,15,7,5,98,97,1018,898,359,307,52,51,29,28,11,6
050,34,005,New Jersey,Burlington County,4,5,27375,15367,12008,10131,8518,4096,2542,98,45,541,474,18,10,483,419,10500,8850,4414,2824,259,160,683,611,39,27,13518,10912,8952,7757,3635,2305,24,24,524,458,8,10,375,358,9236,8037,3878,2543,143,117,649,586,21,25,1849,1096,1179,761,461,237,74,21,17,16,10,0,108,61,1264,813,536,281,116,43,34,25,18,2
050,34,005,New Jersey,Burlington County,4,6,26685,13778,12907,9892,9352,2766,2350,63,42,678,768,11,15,368,380,10187,9663,2993,2590,185,155,793,887,28,29,12221,11718,8740,8500,2501,2122,22,26,660,754,7,13,291,303,8969,8745,2675,2305,110,112,770,865,20,24,1557,1189,1152,852,265,228,41,16,18,14,4,2,77,77,1218,918,318,285,75,43,23,22,8,5
050,34,005,New Jersey,Burlington County,4,7,26093,12953,13140,9427,9332,2305,2394,50,32,805,1025,14,11,352,346,9709,9602,2515,2612,156,136,925,1139,32,27,11656,11993,8453,8488,2099,2175,18,18,793,1012,10,7,283,293,8675,8713,2262,2357,101,104,900,1118,23,18,1297,1147,974,844,206,219,32,14,12,13,4,4,69,53,1034,889,253,255,55,32,25,21,9,9
